Company,Company public response,State,ZIP code,Company response to consumer,Complaint ID
AFNI INC.,NA,FL,328XX,Closed with explanation,2404362
TRANSWORLD SYSTEMS INC,NA,PA,196XX,Closed with explanation,2473979
EQUIFAX INC.,NA,DE,19709,Closed,2404268
CITIBANK N.A.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NY,112XX,Closed with explanation,2480854
DISCOVER BANK,NA,MD,210XX,Closed with explanation,2479197
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,94565,Closed with explanation,2482480
Navient Solutions LLC.,NA,CA,917XX,Closed with explanation,2486587
Action Collection Service,Company has responded to the consumer and the CFPB and chooses not to provide a public response,ID,83704,Closed with explanation,2472767
CCS Financial Services Inc.,Company can't verify or dispute the facts in the complaint,GA,300XX,Closed with explanation,2464790
BTH Management,Company has responded to the consumer and the CFPB and chooses not to provide a public response,VA,232XX,Closed with explanation,2492133
Seterus Inc.,NA,NY,10025,Closed with explanation,2482261
Rossman & Co & PCB,NA,OH,43221,Untimely response,2370677
CITIBANK N.A.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,927XX,Closed with explanation,2480733
BANK OF AMERICA NATIONAL ASSOCIATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,SC,29420,Closed with explanation,2467583
Synovus Bank,NA,GA,302XX,Closed with explanation,2479936
Forster & Garbus LLP,Company believes it acted appropriately as authorized by contract or law,NY,13027,Closed with explanation,2357579
JPMORGAN CHASE & CO.,NA,WI,54484,Closed with explanation,2486753
WELLS FARGO BANK NATIONAL ASSOCIATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TX,750XX,Closed with monetary relief,2486029
SPEEDY CASH INTERMEDIATE HOLDINGS CORP,NA,NA,NA,Closed with explanation,2484372
The Phoenix Recovery Group,NA,TX,77489,Closed with explanation,2493702
Fidelity National Information Services Inc. (FNIS),Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,94591,Closed with explanation,2493225
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,PA,19611,Closed with explanation,2480880
ACIMA CREDIT LLC,NA,NC,288XX,Closed with explanation,2487978
PORTFOLIO RECOVERY ASSOCIATES INC,NA,NA,NA,Closed with explanation,1971190
EQUIFAX INC.,NA,TX,78230,Closed with explanation,2404325
EQUIFAX INC.,NA,AZ,86303,Closed with explanation,2481654
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,GA,302XX,Closed with explanation,2465177
U.S. BANCORP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,PA,180XX,Closed with explanation,2484942
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,RI,2865,Closed with non-monetary relief,2438929
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TN,380XX,Closed with explanation,2482008
EQUIFAX INC.,NA,AZ,85750,Closed with explanation,2480694
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,GA,310XX,Closed with explanation,2481328
WELLS FARGO BANK NATIONAL ASSOCIATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TN,380XX,Closed with explanation,2485380
Alliance Data Card Services,NA,NV,891XX,Closed with explanation,2481194
CITIBANK N.A.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NM,88220,Closed with explanation,2487042
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,91403,Closed with non-monetary relief,2467679
WORLD ACCEPTANCE CORPORATION,NA,GA,30032,Closed with explanation,2468818
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,32920,Closed with explanation,2487427
First Data Corporation,NA,TX,757XX,Closed with explanation,2474095
OCWEN LOAN SERVICING LLC,NA,FL,330XX,Closed with explanation,2488851
PENTAGON FEDERAL CREDIT UNION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,AL,35205,Closed with explanation,2479034
Fidelity National Information Services Inc. (FNIS),Company has responded to the consumer and the CFPB and chooses not to provide a public response,ND,582XX,Closed with explanation,2493386
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TX,75051,Closed with explanation,2431376
JPMORGAN CHASE & CO.,NA,MO,641XX,Closed with explanation,2486256
DISCOVER BANK,NA,FL,346XX,Closed with explanation,2404489
Halsted Financial Services LLC.,NA,VA,224XX,Closed with explanation,2373894
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,GA,30342,Closed with explanation,2480520
Receivables Management Partners LLC,NA,FL,335XX,Closed with explanation,2376834
Pressler & Pressler LLP,Company believes it acted appropriately as authorized by contract or law,NJ,075XX,Closed with explanation,2487038
Ad Astra Recovery Services Inc,NA,TX,773XX,Closed with explanation,2494427
FREEDOM MORTGAGE COMPANY,Company has responded to the consumer and the CFPB and chooses not to provide a public response,PA,150XX,Closed with explanation,2406620
Comerica,NA,AZ,85020,Closed with explanation,2481127
EQUIFAX INC.,NA,TX,799XX,Closed with explanation,2480356
JPMORGAN CHASE & CO.,NA,CA,926XX,Closed with explanation,2404231
JPMORGAN CHASE & CO.,NA,CA,941XX,Closed with explanation,2469352
Navient Solutions LLC.,NA,NJ,7014,Closed with explanation,2404033
BANK OF AMERICA NATIONAL ASSOCIATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WI,53147,Closed with monetary relief,2412221
Avant Credit Corporation,NA,NA,NA,Closed with explanation,2473269
Navient Solutions LLC.,NA,NJ,7506,Closed with explanation,2484119
Navient Solutions LLC.,NA,CA,92008,Closed with explanation,2404424
CITIBANK N.A.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,KS,67217,Closed with explanation,2490221
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,34788,Closed with explanation,2481505
UNITED SERVICES AUTOMOBILE ASSOCIATION,Company believes it acted appropriately as authorized by contract or law,PA,17110,Closed with explanation,2478331
EQUIFAX INC.,NA,FL,333XX,Closed with explanation,2479241
JMDLLC,NA,CA,935XX,Closed with explanation,1932514
OCWEN LOAN SERVICING LLC,NA,TX,786XX,Closed with explanation,2481688
Alliance Data Card Services,NA,VA,236XX,Closed with explanation,2483683
BANK OF AMERICA NATIONAL ASSOCIATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,VA,226XX,Closed with monetary relief,2482487
NAVY FEDERAL CREDIT UNION,NA,PR,978,In progress,2493448
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,344XX,Closed with explanation,2487850
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,334XX,Closed with explanation,2471132
AMERICAN EXPRESS CENTURION BANK,NA,CA,93422,Closed with non-monetary relief,2492959
Ditech Financial LLC,Company believes it acted appropriately as authorized by contract or law,GA,301XX,Closed with explanation,2404210
EQUIFAX INC.,NA,FL,34202,Closed with explanation,2479982
Alliance Data Card Services,NA,OH,431XX,Closed with explanation,2486629
JPMORGAN CHASE & CO.,NA,CA,940XX,Closed with explanation,2466727
NAVY FEDERAL CREDIT UNION,NA,LA,70119,In progress,2493092
AMERICAN EXPRESS CENTURION BANK,NA,VA,20111,Closed with explanation,2404218
JPMORGAN CHASE & CO.,NA,CA,931XX,Closed with explanation,2480996
AFNI INC.,NA,CA,913XX,Closed with explanation,2483948
The TRAF Group,Company can't verify or dispute the facts in the complaint,NJ,8628,Closed with explanation,2481236
OCWEN LOAN SERVICING LLC,NA,NY,7732,Closed with explanation,2472835
SANTANDER BANK NATIONAL ASSOCIATION,NA,NY,11725,Closed,1225950
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NJ,070XX,Closed with explanation,2486940
U.S. BANCORP,NA,OH,45417,Closed with monetary relief,1136684
EQUIFAX INC.,NA,TX,775XX,Closed with explanation,2473090
Comerica,NA,WA,98126,Closed with explanation,2476960
BANK OF AMERICA NATIONAL ASSOCIATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TX,770XX,Closed with explanation,2470378
TOYOTA MOTOR CREDIT CORPORATION,NA,MA,1854,Closed with non-monetary relief,2485417
U.S. BANCORP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,338XX,Closed with explanation,2482143
CAPITAL ONE FINANCIAL CORPORATION,NA,CA,92107,Closed with explanation,2488834
Financial Credit Service Inc.,NA,FL,32505,Closed with explanation,2491912
FLAGSTAR BANK FSB,Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,342XX,Closed with explanation,2485658
SUN WEST MORTGAGE COMPANY INC.,NA,NJ,070XX,Closed with explanation,2489756
RoundPoint Mortgage Servicing Corporation,Company has responded to the consumer and the CFPB and chooses not to provide a public response,MI,48377,Closed with explanation,2480756
CREDIT ACCEPTANCE CORPORATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,IN,472XX,Closed with explanation,2481788
Radius Global Solutions LLC,NA,IL,60119,In progress,2484858
TD BANK US HOLDING COMPANY,NA,VA,222XX,Closed with explanation,2482267
EQUIFAX INC.,NA,NY,10475,Closed with explanation,2481794
EQUIFAX INC.,NA,TX,75038,Closed with explanation,2468808
Convergent Resources Inc.,NA,SC,294XX,Closed with explanation,2403982
EXPERIAN DELAWARE GP,NA,MI,483XX,Closed with non-monetary relief,2403933
SUN LOAN COMPANY INC.,NA,IL,626XX,Closed with explanation,2479113
PEOPLE'S UNITED BANK NATIONAL ASSOCIATION,NA,NY,11598,Closed with explanation,2479526
Prosper Marketplace Inc.,NA,CA,923XX,Closed with explanation,2480577
Alliance Data Card Services,NA,CT,6033,Closed with explanation,2481985
ENCORE CAPITAL GROUP INC.,NA,NC,27610,Closed with explanation,2404676
Stellar Recovery Inc.,Company believes it acted appropriately as authorized by contract or law,TX,770XX,Closed with explanation,2479612
PORTFOLIO RECOVERY ASSOCIATES INC,NA,NJ,071XX,Closed with non-monetary relief,2482856
JPMORGAN CHASE & CO.,NA,MA,024XX,Closed with explanation,2482421
Oportun Financial Corporation,NA,CA,92880,Closed with monetary relief,2397452
Accelerated Creditors Services Inc,NA,NV,89081,Closed with explanation,2482747
MicroBilt / PRBC (formerly CL Verify),NA,CO,80125,In progress,2492479
NAVY FEDERAL CREDIT UNION,Company believes it acted appropriately as authorized by contract or law,RI,028XX,Closed with monetary relief,2404363
EQUIFAX INC.,NA,MI,49321,Closed with explanation,2480852
HSBC NORTH AMERICA HOLDINGS INC.,NA,CA,91789,Closed with monetary relief,2482472
Ditech Financial LLC,Company believes complaint is the result of an isolated error,NJ,7401,Closed with explanation,2412052
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NY,107XX,Closed with explanation,2471596
PORTFOLIO RECOVERY ASSOCIATES INC,NA,GA,308XX,Closed with non-monetary relief,2404029
TRANSWORLD SYSTEMS INC,NA,CA,92672,Closed with explanation,2404054
Penn Credit Corporation,Company believes it acted appropriately as authorized by contract or law,SC,292XX,Closed with explanation,2481754
Credence Resource Management LLC,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,92408,Closed with explanation,2403528
NATIONSTAR MORTGAGE,NA,GA,303XX,Closed with explanation,2485936
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,MS,386XX,Closed with explanation,2484152
JPMORGAN CHASE & CO.,NA,IL,60440,Closed with explanation,1235004
U.S. BANCORP,Company chooses not to provide a public response,MN,55311,Closed with explanation,1564638
Recovery Solutions Group LLC,NA,MI,480XX,Untimely response,2349882
Check Security Associates LLC,Company can't verify or dispute the facts in the complaint,CA,957XX,Closed with explanation,2482914
U.S. BANCORP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,IL,600XX,Closed with explanation,2480864
BARCLAYS BANK DELAWARE,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,90621,Closed with explanation,2488606
SUNTRUST BANKS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,336XX,Closed with explanation,2480292
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,MD,212XX,Closed with explanation,2481497
EQUIFAX INC.,NA,TN,38122,Closed with explanation,2404361
JPMORGAN CHASE & CO.,NA,OH,432XX,Closed with explanation,2485719
Law Offices of Timothy M. Sullivan,Company has responded to the consumer and the CFPB and chooses not to provide a public response,GA,30038,Closed with explanation,2489437
EQUIFAX INC.,NA,TN,381XX,Closed with explanation,2404282
ENCORE CAPITAL GROUP INC.,NA,NY,11226,Closed with explanation,2472662
TRANSWORLD SYSTEMS INC,NA,AZ,85013,Closed with explanation,2404253
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TX,752XX,Closed with explanation,2481612
SANTANDER CONSUMER USA HOLDINGS INC.,NA,FL,33947,Closed with explanation,2487079
CAPITAL ONE FINANCIAL CORPORATION,NA,MD,217XX,Closed with explanation,2476843
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,GA,30017,Closed with explanation,2479380
EQUIFAX INC.,NA,NY,114XX,Closed with monetary relief,2403983
EQUIFAX INC.,NA,MD,212XX,Closed with explanation,2479973
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,330XX,Closed with explanation,2480955
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,33435,Closed with explanation,2432543
Professional Credit Management Inc,Company believes it acted appropriately as authorized by contract or law,TN,38016,Closed with explanation,2493288
Navient Solutions LLC.,NA,NY,117XX,Closed with explanation,2404499
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,AL,36728,Closed with explanation,2481071
United Revenue Corporation,Company disputes the facts presented in the complaint,TX,750XX,Closed with explanation,2486339
EQUIFAX INC.,NA,NH,3303,Closed with explanation,2403930
TRANSUNION INTERMEDIATE HOLDINGS INC.,NA,FL,33496,Closed with explanation,2480024
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,MD,20912,Closed with explanation,2480629
HSBC NORTH AMERICA HOLDINGS INC.,NA,MI,480XX,Closed with explanation,2481887
WELLS FARGO BANK NATIONAL ASSOCIATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,SC,294XX,Closed with explanation,2484841
WELLS FARGO BANK NATIONAL ASSOCIATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NJ,8215,Closed with non-monetary relief,2469120
EQUIFAX INC.,NA,LA,70037,Closed with explanation,2481388
SANTANDER CONSUMER USA HOLDINGS INC.,NA,NA,NA,Closed with explanation,2484514
GENERAL MOTORS FINANCIAL COMPANY INC.,NA,PA,19063,Closed with explanation,2404067
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,33715,Closed with explanation,2470474
Diversified Consultants Inc.,NA,NC,27215,Closed with explanation,2489639
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,336XX,Closed with explanation,2444998
SYNCHRONY BANK,Company has responded to the consumer and the CFPB and chooses not to provide a public response,AL,367XX,Closed with explanation,2483259
PAYPAL HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,MA,2141,Closed with explanation,2476433
NELNET INC.,NA,WA,981XX,Closed with explanation,2469900
CITIBANK N.A.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TX,78526,Closed with explanation,2487350
EQUIFAX INC.,NA,DE,197XX,Closed with explanation,2403978
EQUIFAX INC.,NA,MI,490XX,Closed with explanation,2479045
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,325XX,Closed with explanation,2480805
TRANSWORLD SYSTEMS INC,NA,LA,714XX,Closed with explanation,2489605
CAPITAL ONE FINANCIAL CORPORATION,NA,CA,945XX,Closed with explanation,2404251
CAPITAL ONE FINANCIAL CORPORATION,NA,IL,606XX,Closed with explanation,2490866
Avadyne Health Holdings Inc,NA,MI,483XX,Closed with explanation,2484094
Credit Collections U.S.A. L.L.C.,NA,FL,320XX,Untimely response,2404513
CONSUMER PORTFOLIO SERVICES INC.,NA,OH,45373,Closed with explanation,2482724
BANK OF AMERICA NATIONAL ASSOCIATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,PA,19607,Closed with explanation,2481500
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WI,548XX,Closed with explanation,2480677
BANK OF AMERICA NATIONAL ASSOCIATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,DC,200XX,Closed with monetary relief,2481726
EQUIFAX INC.,NA,DC,200XX,Closed with explanation,2480181
BAYVIEW LOAN SERVICING LLC,NA,TX,773XX,Closed with explanation,2378646
SYNCHRONY BANK,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,912XX,Closed with monetary relief,2482712
Navient Solutions LLC.,NA,OH,43004,Closed with explanation,2480579
Rent Recovery Solutions,NA,TX,76028,Closed with explanation,2492889
CITIBANK N.A.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,OH,44026,Closed with explanation,2468660
TRANSWORLD SYSTEMS INC,NA,MD,212XX,Closed with explanation,2481180
Professional Bureau of Collections of Maryland Inc.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,926XX,Closed with explanation,2467442
Navient Solutions LLC.,NA,WA,98374,Closed with explanation,2484512
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NV,891XX,Closed with explanation,2481565
PAYPAL HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NA,NA,Closed with explanation,2484744
Navient Solutions LLC.,NA,WA,99223,Closed with explanation,2471453
EQUIFAX INC.,NA,MD,20874,Closed with explanation,2466248
Avant Credit Corporation,NA,CA,960XX,Closed with explanation,2341408
ENCORE CAPITAL GROUP INC.,NA,IN,46168,Closed with non-monetary relief,2481647
Manhattan Beach Venture LLC,NA,NY,10455,Closed with explanation,2468560
MOUNTAIN WEST FINANCIAL INC.,NA,NA,NA,Closed with explanation,2478416
TRANSWORLD SYSTEMS INC,NA,CA,92126,Closed with explanation,2488062
NATIONSTAR MORTGAGE,NA,AP,963XX,Closed with explanation,2484021
WORLD ACCEPTANCE CORPORATION,NA,TX,75119,Closed with explanation,2390247
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,AZ,850XX,Closed with non-monetary relief,2431942
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,326XX,Closed with non-monetary relief,2431728
PAYPAL HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TX,77042,Closed with explanation,2476981
PORTFOLIO RECOVERY ASSOCIATES INC,NA,NY,114XX,Closed with explanation,2482952
Choice Recovery Inc.,NA,OH,432XX,Closed with explanation,2478202
Navient Solutions LLC.,NA,TX,750XX,Closed with explanation,2484062
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,337XX,Closed with explanation,2480455
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,SC,29412,Closed with explanation,2472893
PENTAGON FEDERAL CREDIT UNION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,VA,22191,Closed with explanation,2464893
WELLS FARGO BANK NATIONAL ASSOCIATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TX,774XX,Closed with explanation,2423807
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CO,809XX,Closed with non-monetary relief,2488130
EQUIFAX INC.,NA,NC,283XX,Closed with explanation,2481364
SANTANDER CONSUMER USA HOLDINGS INC.,NA,NA,NA,Closed with explanation,2484341
Penn Credit Corporation,Company believes it acted appropriately as authorized by contract or law,AZ,853XX,Closed with explanation,2485836
EQUIFAX INC.,NA,MA,023XX,Closed with explanation,2403953
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,92562,Closed with monetary relief,2429236
ENCORE CAPITAL GROUP INC.,NA,CA,923XX,Closed with monetary relief,2480626
EQUIFAX INC.,NA,NJ,072XX,Closed with explanation,2480686
HYUNDAI CAPITAL AMERICA,NA,CA,900XX,Closed with explanation,2481605
U.S. BANCORP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,MN,554XX,Closed with monetary relief,2486060
PORTFOLIO RECOVERY ASSOCIATES INC,NA,WA,98208,Closed with explanation,2482755
Alliance Data Card Services,NA,MI,481XX,Closed with non-monetary relief,2485132
EQUIFAX INC.,NA,MD,216XX,Closed with non-monetary relief,2480484
PAYPAL HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,928XX,Closed with monetary relief,2482512
Haase and Long Inc.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,GA,30223,Closed with explanation,2426344
EQUIFAX INC.,NA,CA,92376,Closed with explanation,2470470
Navient Solutions LLC.,NA,NY,125XX,Closed with explanation,2485073
ENCORE CAPITAL GROUP INC.,NA,CA,923XX,Closed with monetary relief,2480620
RoundPoint Mortgage Servicing Corporation,Company has responded to the consumer and the CFPB and chooses not to provide a public response,MA,2188,Closed with explanation,2483532
EQUIFAX INC.,NA,GA,30075,Closed with explanation,2404524
Rosebud Economic Development Corporation,Company has responded to the consumer and the CFPB and chooses not to provide a public response,KY,40218,Closed with monetary relief,2483127
D. SCOTT CARRUTHERS,NA,CA,919XX,Untimely response,2469909
JPMORGAN CHASE & CO.,NA,NA,NA,Closed with explanation,2484445
CrossCheck Inc.,NA,CA,91207,Closed with explanation,2397786
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,IA,50201,Closed with explanation,2472155
PLANET HOME LENDING LLC,NA,IN,46142,Closed with explanation,2226574
FIFTH THIRD FINANCIAL CORPORATION,NA,FL,321XX,Closed with monetary relief,2404624
JAMES B. NUTTER & COMPANY,NA,MI,48912,Closed with explanation,2483212
Credit Service of Logan Inc.,NA,CA,92586,Untimely response,2472555
EQUIFAX INC.,NA,IL,60443,Closed with explanation,2404160
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,MO,63020,Closed with non-monetary relief,2481425
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,GA,31206,Closed with non-monetary relief,2488282
AMERICAN EXPRESS CENTURION BANK,NA,NH,038XX,Closed with explanation,2489674
All American Check Cashing Inc.,NA,MS,39702,Closed with explanation,2483054
CITIBANK N.A.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NM,87552,Closed with explanation,2481984
Navient Solutions LLC.,NA,NY,100XX,Closed with explanation,2484083
EQUIFAX INC.,NA,KY,42503,Closed with explanation,2404216
OCWEN LOAN SERVICING LLC,NA,MD,20601,Closed with explanation,2492318
CAPITAL ONE FINANCIAL CORPORATION,NA,CA,91764,Closed with explanation,2481660
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TX,77071,Closed with explanation,2479801
SANTANDER CONSUMER USA HOLDINGS INC.,NA,KS,660XX,Closed with explanation,2468297
NAVY FEDERAL CREDIT UNION,NA,FL,32901,Closed with explanation,2481053
Manhattan Beach Venture LLC,NA,GA,303XX,Closed with explanation,2159256
Dovenmuehle Mortgage Inc.,NA,CA,921XX,Closed with explanation,2480723
Professional Finance Company Inc.,Company believes it acted appropriately as authorized by contract or law,GA,31907,Closed with explanation,2489822
CCS Financial Services Inc.,Company believes the complaint is the result of a misunderstanding,RI,028XX,Closed with explanation,2480586
PORTFOLIO RECOVERY ASSOCIATES INC,NA,GA,30294,Closed with explanation,2483617
D2 Management LLC,Company disputes the facts presented in the complaint,TX,760XX,Closed with explanation,2484688
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WA,98666,Closed with non-monetary relief,2488779
EQUIFAX INC.,NA,DE,197XX,Closed with explanation,2404495
AFNI INC.,NA,GA,30094,Closed with explanation,2483111
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,GA,30310,Closed with explanation,2441747
Radius Global Solutions LLC,NA,GA,31907,In progress,2488066
MORTGAGE LENDERS OF AMERICA,NA,KS,662XX,Closed with explanation,2490313
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,VA,225XX,Closed with non-monetary relief,2482147
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,334XX,Closed with explanation,2433095
GENERAL MOTORS FINANCIAL COMPANY INC.,NA,IL,60617,Closed with explanation,2480840
HYUNDAI CAPITAL AMERICA,NA,FL,33647,Closed with explanation,557639
Westlake Services LLC,NA,LA,704XX,Closed with explanation,2481815
EQUIFAX INC.,NA,LA,71211,Closed with explanation,2480603
WELLS FARGO BANK NATIONAL ASSOCIATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,949XX,Closed with explanation,2435787
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,AZ,85033,Closed with non-monetary relief,2429541
EQUIFAX INC.,NA,GA,304XX,Closed with explanation,2404439
Alliance Data Card Services,NA,NY,11249,Closed with explanation,2485485
ALLY FINANCIAL INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,MO,630XX,Closed with monetary relief,2467268
ERC,Company believes it acted appropriately as authorized by contract or law,GA,30263,Closed with explanation,2487642
ECMC Group Inc.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,MI,48238,Closed with explanation,2492872
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TN,380XX,Closed with explanation,2433061
AMERICAN HONDA FINANCE CORP,NA,CA,92120,Closed with explanation,2486901
Fidelity National Information Services Inc. (FNIS),Company has responded to the consumer and the CFPB and chooses not to provide a public response,IL,60438,Closed with explanation,2491004
CITIBANK N.A.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,GA,300XX,Closed with explanation,2482469
BANK OF AMERICA NATIONAL ASSOCIATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,PA,19317,Closed with monetary relief,2482016
CITIBANK N.A.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,94941,Closed with explanation,2488690
ALLY FINANCIAL INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,KS,660XX,Closed with explanation,2476300
United Student Aid (USA) Funds,NA,CA,94015,Closed with explanation,2388204
NAVY FEDERAL CREDIT UNION,NA,VA,233XX,In progress,2493683
OCWEN LOAN SERVICING LLC,NA,GA,30311,Closed with explanation,2485899
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,MA,2539,Closed with explanation,2481787
BANK OF AMERICA NATIONAL ASSOCIATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NC,28207,Closed with explanation,2479692
Hunter Warfield Inc.,Company believes the complaint is the result of a misunderstanding,NC,28205,Closed with non-monetary relief,2485103
