Company,Company public response,State,ZIP code,Company response to consumer,Complaint ID
"EQUIFAX, INC.",,FL,349XX,Closed with explanation,2478131
TRANSWORLD SYSTEMS INC,,TX,781XX,Closed with explanation,2306932
ERC,,IL,606XX,Closed with explanation,2483990
JPMORGAN CHASE & CO.,,CA,917XX,Closed with explanation,2426047
AES/PHEAA,,NC,277XX,Closed with non-monetary relief,2491664
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,PA,187XX,Closed with explanation,2478904
OCWEN LOAN SERVICING LLC,,CA,917XX,Closed with explanation,2403200
NCB MANAGEMENT SERVICES INC,,FL,336XX,Closed with explanation,2482320
"Sterling & Associates, LLC",,TN,380XX,Untimely response,2403087
"Convergent Resources, Inc.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,WA,98225,Closed with explanation,2468031
"Diversified Consultants, Inc.",,OH,45426,Closed with explanation,2471424
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,IL,60624,Closed with explanation,2484170
EXPERIAN DELAWARE GP,Company chooses not to provide a public response,NY,11414,Closed with explanation,1435859
MONEYGRAM PAYMENT SYSTEMS WORLDWIDE INC,,TX,79411,Closed with explanation,1454178
"National Enterprise Systems, Inc.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,OR,97383,Closed with explanation,2476527
"WELLS FARGO BANK, NATIONAL ASSOCIATION",Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,330XX,Closed with explanation,2430588
"Empowerment Ventures, LLC",,NY,,Closed with explanation,2486234
Solidus Group LLC.,,IN,462XX,Untimely response,2357803
"WELLS FARGO BANK, NATIONAL ASSOCIATION",Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,945XX,Closed with explanation,2465091
"EQUIFAX, INC.",,CA,92109,Closed with explanation,2403046
"Pressler & Pressler, LLP",Company believes it acted appropriately as authorized by contract or law,NJ,079XX,Closed with explanation,2479591
"WELLS FARGO BANK, NATIONAL ASSOCIATION",Company has responded to the consumer and the CFPB and chooses not to provide a public response,NC,273XX,Closed with explanation,2469658
BB&T CORPORATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,DC,20017,Closed with explanation,2488311
PAYPAL HOLDINGS INC.,,FL,33330,Closed with monetary relief,2403292
"WELLS FARGO BANK, NATIONAL ASSOCIATION",Company has responded to the consumer and the CFPB and chooses not to provide a public response,OH,44709,Closed with explanation,2436153
"Stuart-Lippman and Associates, Inc",,GA,30184,Closed with explanation,2362045
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,GA,30309,Closed with explanation,2476912
"CITIZENS FINANCIAL GROUP, INC.",,PA,190XX,Closed with explanation,2403900
"Diversified Consultants, Inc.",,AL,352XX,Closed with explanation,2402416
Credit Bureau of Carbon County,,WY,82633,Closed with explanation,2402609
AES/PHEAA,,TX,751XX,Closed with explanation,2479172
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TX,77028,Closed with non-monetary relief,2485860
PNC Bank N.A.,,PA,150XX,Closed with explanation,2403072
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,GA,310XX,Closed with non-monetary relief,2485181
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,33903,Closed with non-monetary relief,2477209
"CAVALRY INVESTMENTS, LLC",,FL,330XX,Closed with explanation,2477793
"BANK OF AMERICA, NATIONAL ASSOCIATION",Company has responded to the consumer and the CFPB and chooses not to provide a public response,GA,300XX,Closed with explanation,2469677
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CT,6614,Closed with non-monetary relief,2428814
PORTFOLIO RECOVERY ASSOCIATES INC,,NJ,7646,Closed with explanation,2402752
JPMORGAN CHASE & CO.,,TX,77007,Closed with explanation,2487164
CAPITAL ONE FINANCIAL CORPORATION,,PR,985,Closed with explanation,2497243
"Performance Settlement, LLC",,HI,96815,Untimely response,2491308
CAPITAL ONE FINANCIAL CORPORATION,,GA,300XX,Closed with explanation,2403753
FACTUAL DATA CORP.,,MA,2132,Closed with explanation,2401209
"WELLS FARGO BANK, NATIONAL ASSOCIATION",Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,33173,Closed with explanation,2473612
"Navient Solutions, LLC.",,CA,930XX,Closed with explanation,2402503
"Navient Solutions, LLC.",,WA,98321,Closed with explanation,2402373
FIFTH THIRD FINANCIAL CORPORATION,,MD,21409,Closed with explanation,2490495
TCF NATIONAL BANK,Company believes it acted appropriately as authorized by contract or law,IL,603XX,Closed with explanation,2488513
CAPITAL ONE FINANCIAL CORPORATION,,TX,78218,Closed with explanation,2401205
UNITED SERVICES AUTOMOBILE ASSOCIATION,Company believes it acted appropriately as authorized by contract or law,AZ,85208,Closed with explanation,2476707
Ad Astra Recovery Services Inc,,TX,75104,Closed with explanation,2490282
"EQUIFAX, INC.",,AL,35080,Closed with explanation,2402832
"CITIBANK, N.A.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,VA,220XX,Closed with explanation,2481805
PNC Bank N.A.,,PA,16502,Closed with explanation,1574611
"EQUIFAX, INC.",,NJ,8012,Closed with explanation,2478171
Alliance Data Card Services,,NC,277XX,Closed with monetary relief,2471854
Alliance Data Card Services,,MI,494XX,Closed with explanation,2400774
PHH Mortgage Services Corporation,,AZ,85730,Closed with explanation,2402278
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,GA,30363,Closed with explanation,2478486
JPMORGAN CHASE & CO.,,LA,70122,Closed with explanation,2483187
PORTFOLIO RECOVERY ASSOCIATES INC,,SC,293XX,Closed with explanation,2403872
"EQUIFAX, INC.",,SC,294XX,Closed with explanation,2403139
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,KY,40229,Closed with explanation,2478894
"WELLS FARGO BANK, NATIONAL ASSOCIATION",Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,933XX,Closed with monetary relief,2483477
"Hunter Warfield, Inc.",Company believes the complaint is the result of a misunderstanding,VA,223XX,Closed with explanation,2486776
Collection Bureau of America Ltd.,,AZ,852XX,Closed with explanation,2475215
"Convergent Resources, Inc.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,TX,770XX,Closed with explanation,2482574
"Seterus, Inc.",,GA,30013,Closed with explanation,2478658
Midwest Recovery Systems,,MO,633XX,Closed with explanation,2482722
"AmeriHome Mortgage Company, LLC",,OH,44614,Closed with explanation,2402771
Alliance Data Card Services,,TX,75491,Closed with non-monetary relief,2484970
"Coastal Credit, LLC",,TX,76549,Closed with explanation,2402898
PORTFOLIO RECOVERY ASSOCIATES INC,,TX,76210,Closed with explanation,2481479
ALLY FINANCIAL INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,AL,366XX,Closed with explanation,2466791
"Convergent Resources, Inc.",,TX,75050,Closed with explanation,2401574
SYNCHRONY BANK,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NC,28025,Closed with explanation,2483974
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,MI,49444,Closed with explanation,2478972
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,MS,39402,Closed with non-monetary relief,2426862
"CCS Financial Services, Inc.",Company believes the complaint is the result of a misunderstanding,SC,292XX,Closed with explanation,2481833
"Allied Collection Services, Inc. (Nevada)",Company has responded to the consumer and the CFPB and chooses not to provide a public response,NV,891XX,Closed with explanation,2491858
CAPITAL ONE FINANCIAL CORPORATION,,AK,995XX,Closed with explanation,2482322
Ad Astra Recovery Services Inc,,TX,770XX,Closed with explanation,2489886
"NELNET, INC.",,UT,841XX,Closed with explanation,2479114
"EQUIFAX, INC.",,WA,983XX,Closed with explanation,2403085
"BANK OF AMERICA, NATIONAL ASSOCIATION",Company has responded to the consumer and the CFPB and chooses not to provide a public response,,,Closed with explanation,2484966
"Navient Solutions, LLC.",,CT,6514,Closed with explanation,2402549
"Navient Solutions, LLC.",,TX,773XX,Closed with explanation,2481518
"Asset Recovery Solutions, LLC",,,,Closed with explanation,2489071
"BAYVIEW LOAN SERVICING, LLC",,NM,875XX,Closed with explanation,2476940
HSBC NORTH AMERICA HOLDINGS INC.,,NY,100XX,Closed with explanation,2483276
OCWEN LOAN SERVICING LLC,,MA,2649,Closed with explanation,2403881
"EQUIFAX, INC.",,AP,963XX,Closed with explanation,2403694
JPMORGAN CHASE & CO.,,PR,911,Closed with explanation,2402562
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,346XX,Closed with explanation,2479134
FORD MOTOR CREDIT CO.,,NJ,077XX,Closed with explanation,2480313
"EQUIFAX, INC.",,NJ,7646,Closed with explanation,2403645
PHH Mortgage Services Corporation,,VA,234XX,Closed with explanation,2473172
"WELLS FARGO BANK, NATIONAL ASSOCIATION",Company has responded to the consumer and the CFPB and chooses not to provide a public response,PA,17403,Closed with explanation,2417912
"CONSUMER PORTFOLIO SERVICES, INC.",,GA,30036,Closed with explanation,2484278
"Convergent Resources, Inc.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,347XX,Closed with explanation,2484765
"Delta Management Associates, Inc.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,IN,46217,Closed with explanation,2487685
"Fay Servicing, LLC",,NY,114XX,Closed with explanation,2486719
PAYPAL HOLDINGS INC.,,WA,980XX,Closed with monetary relief,2400586
"Io, Inc.",,MD,20746,Closed,2389871
"EQUIFAX, INC.",,AL,35126,Closed with explanation,2402740
"EQUIFAX, INC.",,CO,80015,Closed with explanation,2401509
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,346XX,Closed with explanation,2478157
CAPITAL ONE FINANCIAL CORPORATION,,AZ,863XX,Closed with explanation,2471823
Fresno Credit Bureau,,CA,926XX,Closed with explanation,2403166
ERC,Company believes it acted appropriately as authorized by contract or law,FL,331XX,Closed with explanation,2489638
"CITIBANK, N.A.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,NY,10034,Closed with explanation,2478777
"Merchants and Medical Credit Corporation, Inc.",,IL,600XX,Closed with explanation,2488456
BANCO POPULAR DE PUERTO RICO,Company has responded to the consumer and the CFPB and chooses not to provide a public response,PR,729,Closed with explanation,2466742
"Allied Collection Services, Inc. (Nevada)",,MI,496XX,Closed with explanation,2490950
"Diversified Consultants, Inc.",,TN,38301,Closed with explanation,2485247
"CMRE Financial Services, Inc.",,TX,770XX,Closed with explanation,2402699
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,IL,60131,Closed with explanation,2434894
"WELLS FARGO BANK, NATIONAL ASSOCIATION",Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,902XX,Closed with explanation,2480492
Quality Lenders Inc,,SD,571XX,Closed with monetary relief,2478139
LENDING CLUB CORP,,TX,774XX,Closed with explanation,2483605
"Navient Solutions, LLC.",,CA,92843,Closed with explanation,2403559
"Seterus, Inc.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,NY,10956,Closed with explanation,2479934
OCWEN LOAN SERVICING LLC,,CA,917XX,Closed with explanation,2403207
CAPITAL ONE FINANCIAL CORPORATION,,FL,32097,Closed with explanation,2479458
AMERICAN EXPRESS CENTURION BANK,,CA,900XX,Closed with explanation,2443916
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,MI,490XX,Closed with explanation,2478107
PORTFOLIO RECOVERY ASSOCIATES INC,,OH,452XX,Closed with explanation,2403274
"American Credit Acceptance, LLC",Company has responded to the consumer and the CFPB and chooses not to provide a public response,LA,70115,Closed with explanation,2403365
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,GA,301XX,Closed with explanation,2477890
"Ascension Point Recovery Services, LLC",,TX,77901,Closed with explanation,2488342
ERC,,TX,77063,Closed with explanation,2485492
LENDING CLUB CORP,,TN,381XX,Closed with explanation,2484022
"Harvard Collections, LLC",,TX,752XX,Closed with explanation,2470722
"CITIBANK, N.A.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,91902,Closed with explanation,2472441
PORTFOLIO RECOVERY ASSOCIATES INC,,RI,028XX,Closed with non-monetary relief,2480571
"EQUIFAX, INC.",,VA,225XX,Closed with explanation,2476486
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NC,27502,Closed with non-monetary relief,2485313
"EQUIFAX, INC.",,CA,912XX,Closed with explanation,2477438
"Seterus, Inc.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,NC,27317,Closed with explanation,2472801
"CITIBANK, N.A.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,KY,410XX,Closed with explanation,2481351
AFNI INC.,,DC,20010,Closed with explanation,2403625
Sierra Holdings LLC,,TX,75050,Closed with explanation,2401983
TCF NATIONAL BANK,Company can't verify or dispute the facts in the complaint,CO,80239,Closed with explanation,2475872
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,MI,490XX,Closed with explanation,2479053
"Merchants and Medical Credit Corporation, Inc.",,MI,48451,Closed with explanation,2438759
HSBC NORTH AMERICA HOLDINGS INC.,,GA,30642,Closed with explanation,2484585
"WELLS FARGO BANK, NATIONAL ASSOCIATION",Company has responded to the consumer and the CFPB and chooses not to provide a public response,SC,29678,Closed with explanation,2428043
CAPITAL ONE FINANCIAL CORPORATION,,LA,70441,Closed with explanation,2403703
"Synerprise Consulting Services, Inc.",,TX,773XX,Closed with explanation,2490223
ACCESS GROUP INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WA,981XX,Closed with explanation,2483783
"WELLS FARGO BANK, NATIONAL ASSOCIATION",Company has responded to the consumer and the CFPB and chooses not to provide a public response,NJ,8721,Closed with non-monetary relief,2414092
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,PA,182XX,Closed with non-monetary relief,2485408
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,MO,633XX,Closed with explanation,2478425
"EQUIFAX, INC.",,OH,45651,Closed with non-monetary relief,2402471
MERCEDES BENZ FINANCIAL SERVICES,,NY,10803,Closed with explanation,2342611
"LoanCare, LLC",Company has responded to the consumer and the CFPB and chooses not to provide a public response,MI,483XX,Closed with explanation,2482663
NATIONSTAR MORTGAGE,,MD,20602,Closed with explanation,2400915
"CITIBANK, N.A.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,UT,84003,Closed with explanation,2484998
"HUNTINGTON NATIONAL BANK, THE",,OH,43214,Closed with explanation,2468624
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,IL,60639,Closed with explanation,2426462
HSBC NORTH AMERICA HOLDINGS INC.,,NY,104XX,Closed with explanation,2403640
"United Collection Bureau, Inc.",,WA,985XX,Closed with explanation,2356634
"EQUIFAX, INC.",,VA,245XX,Closed with explanation,2379466
MoneyLion Inc.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TN,384XX,Closed with explanation,1996501
JPMORGAN CHASE & CO.,,CA,92557,Closed with explanation,2484661
"The CBE Group, Inc.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,KY,400XX,Closed with explanation,2483354
"Advanced Collection Services, LTD",,TX,775XX,Untimely response,2403183
Ad Astra Recovery Services Inc,,TX,77070,Closed with explanation,2485629
"BANK OF AMERICA, NATIONAL ASSOCIATION",Company has responded to the consumer and the CFPB and chooses not to provide a public response,CT,6105,Closed with explanation,2487169
"Navient Solutions, LLC.",,CT,6118,Closed with explanation,2484246
AMERISAVE MORTGAGE CORPORATION,,VT,051XX,Closed with explanation,2478969
AFNI INC.,,MN,554XX,Closed with explanation,2403708
"NELNET, INC.",,,,Closed with monetary relief,2478803
"WAKEFIELD & ASSOCIATES, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,CO,80226,Closed with explanation,2479666
JPMORGAN CHASE & CO.,,TX,75227,Closed with explanation,2487500
Rent Recovery Solutions,,GA,30349,Closed with explanation,2491086
"Special Financing Company, LLC",,MS,,Closed with explanation,2475333
AMERICAN EXPRESS CENTURION BANK,,MI,495XX,Closed with explanation,2485217
BB&T CORPORATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NC,28031,Closed with explanation,2488188
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,GA,30321,Closed with explanation,2478093
"EQUIFAX, INC.",,GA,30023,Closed with explanation,2403349
JPMORGAN CHASE & CO.,,MA,024XX,Closed with explanation,2467106
JPMORGAN CHASE & CO.,,CO,801XX,Closed with explanation,2479662
"Southwest Credit Systems, L.P.",,WA,98047,Closed with explanation,2476694
"NELNET, INC.",,NJ,088XX,Closed with explanation,2482385
"EQUIFAX, INC.",,TX,770XX,Closed with explanation,2477977
Resurgent Capital Services L.P.,,KY,420XX,Closed with explanation,2478208
Financial Corporation of America,,CA,91977,Closed with explanation,2479972
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,95945,Closed with non-monetary relief,2426772
"EQUIFAX, INC.",,GA,310XX,Closed with non-monetary relief,2478223
"Convergent Resources, Inc.",,IL,604XX,Closed with explanation,2391952
"Convergent Resources, Inc.",,NY,114XX,Closed with explanation,2382848
"WELLS FARGO BANK, NATIONAL ASSOCIATION",Company has responded to the consumer and the CFPB and chooses not to provide a public response,IL,60659,Closed with explanation,2488160
DISCOVER BANK,,KS,67871,Closed with explanation,2485367
"Convergent Resources, Inc.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,AL,35757,Closed with explanation,2468261
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,GU,96932,Closed with non-monetary relief,2476380
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NC,27610,Closed with explanation,2427814
SYNCHRONY BANK,Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,32825,Closed with explanation,2480910
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NC,282XX,Closed with explanation,2428620
SYNCHRONY BANK,Company has responded to the consumer and the CFPB and chooses not to provide a public response,AR,72846,Closed with explanation,2481800
"NELNET, INC.",,CA,904XX,Closed with explanation,2480528
TRANSWORLD SYSTEMS INC,,WV,26542,Closed with explanation,2325942
"WESTERN UNION COMPANY, THE",,,,Closed with explanation,2480193
"BANK OF AMERICA, NATIONAL ASSOCIATION",Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,956XX,Closed with explanation,2471203
"RABOBANK, NATIONAL ASSOCIATION",,CA,934XX,Closed with explanation,2479240
"Nationwide Debt Management Solutions, LLC",,FL,331XX,Closed with explanation,2481790
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,SC,296XX,Closed with explanation,2482287
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,WA,980XX,Closed with explanation,2477349
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,334XX,Closed with non-monetary relief,2426949
ENCORE CAPITAL GROUP INC.,,RI,2910,Closed with explanation,2403677
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NV,89145,Closed with explanation,2485648
"CITIBANK, N.A.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,322XX,Closed with explanation,2478576
"Navient Solutions, LLC.",,FL,33033,Closed with explanation,2485257
SANTANDER CONSUMER USA HOLDINGS INC.,,MS,39301,Closed with explanation,2403526
"EQUIFAX, INC.",,CA,95864,Closed with explanation,2402866
"Account Recovery Specialists, Inc.",,KS,670XX,Closed,2402688
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,KY,40511,Closed with explanation,2478852
"Navient Solutions, LLC.",,WA,980XX,Closed with explanation,2486281
"HireRight Solutions, Inc.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,MI,48879,Closed with explanation,2401259
"Conn's, Inc.",,TX,773XX,Closed with explanation,2402632
TOYOTA MOTOR CREDIT CORPORATION,,CA,932XX,Closed with explanation,2478839
"CONSUMER PORTFOLIO SERVICES, INC.",,CA,900XX,Closed with explanation,2402533
"Shellpoint Partners, LLC",Company believes it acted appropriately as authorized by contract or law,NY,126XX,Closed with explanation,2487145
"ProCollect, Inc",,TX,752XX,Closed with explanation,2491923
TRANSWORLD SYSTEMS INC,,VA,23434,Closed with explanation,2344276
JPMORGAN CHASE & CO.,,TX,77089,Closed with explanation,2479447
AES/PHEAA,,OR,97267,Closed with explanation,2403852
"Convergent Resources, Inc.",,GU,301XX,Closed with explanation,2403473
Cooling & Winter LLC,Company has responded to the consumer and the CFPB and chooses not to provide a public response,GA,319XX,Closed with explanation,2480734
JPMORGAN CHASE & CO.,,OH,453XX,Closed with monetary relief,2403419
JPMORGAN CHASE & CO.,,WA,981XX,Closed with explanation,2403837
JPMORGAN CHASE & CO.,,NJ,7076,Closed with explanation,2432095
"Navient Solutions, LLC.",,AZ,852XX,Closed with explanation,2483735
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,SC,294XX,Closed with explanation,2482714
SYNCHRONY BANK,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NC,27545,Closed with explanation,2470467
"BANK OF AMERICA, NATIONAL ASSOCIATION",Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,92056,Closed with explanation,2481806
"Navient Solutions, LLC.",,CA,941XX,Closed with explanation,2482613
CAPITAL ONE FINANCIAL CORPORATION,,FL,34231,Closed with explanation,2486728
"Advanced Collection Services, LTD",,TX,775XX,Untimely response,2402351
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,NM,87507,Closed with non-monetary relief,2478555
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,GA,301XX,Closed with explanation,2477329
TCF NATIONAL BANK,Company believes it acted appropriately as authorized by contract or law,MN,55438,Closed with monetary relief,2486784
AES/PHEAA,,MO,631XX,Closed with explanation,2402972
"Consolidated Auto Sales, Inc.",,AL,36265,Untimely response,2403018
"Credit Bureau Systems, Inc.",Company believes it acted appropriately as authorized by contract or law,KY,40517,Closed with explanation,2475178
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,TX,750XX,Closed with explanation,2477717
"Resurgence Legal Group, PC",,CA,91606,Closed with explanation,2485915
"Miller, Stark, Klein and Associates",Company believes complaint caused principally by actions of third party outside the control or direction of the company,MD,21050,Closed with explanation,2489972
CL HOLDINGS LLC,,FL,33068,Closed with non-monetary relief,2400708
Resurgent Capital Services L.P.,,OH,441XX,Closed with explanation,2480566
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,TX,774XX,Closed with explanation,2424945
"EQUIFAX, INC.",,NJ,7020,Closed with explanation,2403442
"RSI Enterprises, Inc.",,FL,327XX,Closed with non-monetary relief,2486375
JPMORGAN CHASE & CO.,,TX,75235,Closed with monetary relief,2401661
CARRINGTON MORTGAGE SERVICES,,VA,229XX,Closed with explanation,2402434
"CITIBANK, N.A.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,MA,2151,Closed with explanation,2483390
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,TX,752XX,Closed with explanation,2469424
CL HOLDINGS LLC,,TN,370XX,Closed with non-monetary relief,2479542
Army and Air Force Exchange Service,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TX,751XX,Closed with explanation,2444367
CAPITAL ONE FINANCIAL CORPORATION,,FL,330XX,Closed with explanation,2486691
AFNI INC.,,TN,372XX,Closed with explanation,2403841
"Navient Solutions, LLC.",,MD,21225,Closed with explanation,2403225
JPMORGAN CHASE & CO.,,IL,604XX,Closed with explanation,2403823
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,IL,60624,Closed with non-monetary relief,2484175
"CITIBANK, N.A.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,TX,76102,Closed with non-monetary relief,2475799
"Colony Brands, Inc.",,PA,17033,Closed with explanation,2472910
"EQUIFAX, INC.",,CA,958XX,Closed with non-monetary relief,2478379
"Diversified Consultants, Inc.",,VA,22406,Closed with explanation,2401310
FirstBank of Puerto Rico,,OH,44505,Closed with explanation,2390364
"Navient Solutions, LLC.",,CA,956XX,Closed with explanation,2402984
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,NJ,070XX,Closed with explanation,2478168
"CITIBANK, N.A.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,945XX,Closed with explanation,2484055
SYNCHRONY BANK,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NC,28025,Closed with explanation,2483972
JPMORGAN CHASE & CO.,,AZ,857XX,Closed with explanation,2474217
"Navient Solutions, LLC.",,MI,48197,Closed with explanation,2485303
"CITIBANK, N.A.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,900XX,Closed with non-monetary relief,2480364
ERC,Company believes it acted appropriately as authorized by contract or law,TX,77005,Closed with explanation,2489869
"CITIBANK, N.A.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,33133,Closed with monetary relief,2477178
PORTFOLIO RECOVERY ASSOCIATES INC,,WY,83001,Closed with non-monetary relief,2401114
PNC Bank N.A.,,PA,19501,Closed with explanation,2402505
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,GA,300XX,Closed with explanation,2427019
CL HOLDINGS LLC,,TN,372XX,Closed with non-monetary relief,2402737
"EQUIFAX, INC.",,FL,34472,Closed with explanation,2403509
"WELLS FARGO BANK, NATIONAL ASSOCIATION",Company has responded to the consumer and the CFPB and chooses not to provide a public response,,,Closed with explanation,2484607
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,SC,29420,Closed with non-monetary relief,2436288
"EQUIFAX, INC.",,TX,79423,Closed with explanation,2402284
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,91401,Closed with non-monetary relief,2486284
"I.C. System, Inc.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,923XX,Closed with explanation,2479511
BARCLAYS BANK DELAWARE,Company has responded to the consumer and the CFPB and chooses not to provide a public response,MD,210XX,Closed with explanation,2475697
BBVA COMPASS FINANCIAL CORPORATION,,CT,065XX,Closed with monetary relief,2475090
"WELLS FARGO BANK, NATIONAL ASSOCIATION",Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,94534,Closed with explanation,2471574
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,902XX,Closed with explanation,2428214
"EQUIFAX, INC.",,MO,641XX,Closed with non-monetary relief,2402406
