Complaint ID,Consumer disputed?,Consumer consent provided?,Submitted via
2393840,No,Consent provided,Web
2393875,No,Consent provided,Web
2398098,No,Consent not provided,Web
2396156,No,Consent provided,Web
2397158,No,Consent not provided,Web
2397294,No,Consent provided,Web
2475298,N/A,,Web
2399369,No,Consent provided,Web
2484179,N/A,Consent not provided,Web
681068,No,N/A,Web
2392050,No,Consent provided,Web
2482924,N/A,,Web
2485624,N/A,Other,Web
2399243,No,Consent provided,Web
2426082,No,Consent provided,Web
2488340,N/A,N/A,Phone
2469755,N/A,N/A,Referral
2477795,N/A,,Web
2477347,N/A,,Web
2486509,N/A,,Web
2466332,N/A,,Web
2445346,No,,Web
2475574,N/A,N/A,Referral
2398228,No,Consent not provided,Web
2476876,N/A,N/A,Referral
1804975,No,Consent provided,Web
2397193,No,Consent provided,Web
2477361,N/A,Consent not provided,Web
2398444,No,Consent provided,Web
2267726,No,N/A,Referral
2399920,No,Consent provided,Web
2398353,No,Consent provided,Web
2400226,Yes,Consent not provided,Web
2426753,No,Consent not provided,Web
2397890,Yes,Consent provided,Web
2394588,No,Consent provided,Web
2479962,N/A,,Web
2397237,No,Consent provided,Web
2394159,Yes,Consent provided,Web
2394513,No,Consent provided,Web
2391684,No,Consent not provided,Web
2485254,N/A,,Web
2426012,No,Consent provided,Web
2396630,No,Consent provided,Web
1534625,No,Consent not provided,Web
2400476,No,Consent not provided,Web
2486165,N/A,,Web
2400271,No,Consent provided,Web
2393065,No,Consent not provided,Web
2393234,No,Consent not provided,Web
2485607,N/A,,Web
2481574,N/A,,Web
2396868,No,Consent provided,Web
856325,No,N/A,Phone
2487979,N/A,Consent not provided,Web
2395057,No,Consent not provided,Web
2419856,No,Consent provided,Web
2441767,No,,Web
2399411,No,Consent provided,Web
2476101,N/A,,Web
2399394,No,Consent provided,Web
2478125,N/A,,Web
2396131,No,Consent not provided,Web
2478978,N/A,Consent not provided,Web
2397072,No,Consent provided,Web
2466493,N/A,,Web
2419755,No,Consent provided,Web
2477781,N/A,,Web
2482176,N/A,Consent not provided,Web
2489389,N/A,Consent not provided,Web
2477271,N/A,Consent not provided,Web
1380962,No,Consent provided,Web
2394270,No,Consent not provided,Web
2400097,No,Consent not provided,Web
2292780,No,Consent provided,Web
2486540,N/A,,Web
2481687,N/A,,Web
2475646,N/A,,Web
2394074,No,Consent provided,Web
2376565,No,Consent provided,Web
2432034,No,Consent not provided,Web
2395171,No,Consent provided,Web
2426172,No,Consent provided,Web
2400215,No,Consent provided,Web
2399283,Yes,Consent provided,Web
2394744,No,Consent not provided,Web
383300,No,N/A,Referral
2477248,N/A,,Web
2484652,N/A,,Web
2374443,No,Consent not provided,Web
2426607,No,Consent provided,Web
2469041,N/A,Consent not provided,Web
2422918,No,Consent provided,Web
2392534,No,Consent not provided,Web
2395576,No,Consent provided,Web
2400068,No,Consent provided,Web
2476938,N/A,N/A,Fax
2381099,No,Consent not provided,Web
2476720,N/A,,Web
2474645,N/A,N/A,Postal mail
2486134,N/A,N/A,Referral
2395277,No,Consent not provided,Web
2397542,No,Consent provided,Web
2398479,No,Consent provided,Web
2488074,N/A,,Web
2477784,N/A,Consent not provided,Web
2400251,No,Consent provided,Web
2400330,No,Consent provided,Web
2400153,No,Consent not provided,Web
2394942,Yes,Consent provided,Web
2481501,N/A,N/A,Referral
2477674,N/A,Consent not provided,Web
2477007,N/A,N/A,Referral
2484035,N/A,,Web
2465845,N/A,,Web
1822408,Yes,Consent provided,Web
2398488,No,Consent provided,Web
2480711,N/A,N/A,Referral
2424354,No,Consent not provided,Web
2395219,No,Consent not provided,Web
2474869,N/A,,Web
2476298,N/A,,Web
2444415,No,Consent not provided,Web
2482985,N/A,,Web
2394080,No,Consent provided,Web
2400272,No,Consent not provided,Web
2397075,No,Consent provided,Web
20936,Yes,N/A,Web
2397868,No,Consent provided,Web
2399281,No,Consent provided,Web
2395951,Yes,Consent provided,Web
2399747,No,Consent provided,Web
2395614,No,Consent not provided,Web
2477168,N/A,N/A,Phone
2447032,No,Other,Web
2397591,No,Consent provided,Web
2468802,N/A,,Web
2486993,N/A,,Web
2395526,Yes,Consent provided,Web
2474932,N/A,,Web
2294245,No,Consent not provided,Web
2391745,No,Consent not provided,Web
2396796,No,Consent provided,Web
2393620,Yes,Consent not provided,Web
2482726,N/A,,Web
2425932,No,Consent not provided,Web
2477807,N/A,,Web
2411647,No,N/A,Referral
2394481,No,Consent not provided,Web
2400853,No,Consent provided,Web
2392539,No,Consent provided,Web
2477418,N/A,,Web
2395470,No,Consent not provided,Web
2397244,No,Consent provided,Web
2399739,Yes,Consent provided,Web
2472448,N/A,N/A,Postal mail
2479490,N/A,,Web
2476823,N/A,,Web
2475830,N/A,,Web
1395397,Yes,Consent not provided,Web
2476616,N/A,Consent not provided,Web
2399183,No,Consent provided,Web
2482486,N/A,,Web
2394382,No,Consent not provided,Web
2399987,No,Consent not provided,Web
2396356,No,Consent not provided,Web
2400570,No,Consent provided,Web
2399519,No,Consent provided,Web
2400276,No,Consent provided,Web
2475545,N/A,N/A,Referral
2400872,No,Consent provided,Web
2396800,No,Consent not provided,Web
2396189,No,Consent not provided,Web
2480923,N/A,,Web
2394026,No,Consent not provided,Web
2392752,No,Consent provided,Web
2477558,N/A,,Web
2395495,Yes,Consent provided,Web
2397854,No,Consent provided,Web
2397379,No,Consent not provided,Web
2476832,N/A,Consent not provided,Web
2480239,N/A,,Web
2399630,No,Consent provided,Web
2396642,No,Consent not provided,Web
2477355,N/A,,Web
2482661,N/A,,Web
2383245,No,Consent provided,Web
2485853,N/A,,Web
2488198,N/A,,Web
2477020,N/A,,Web
2482685,N/A,,Web
2395577,No,Consent provided,Web
187857,Yes,N/A,Web
2481142,N/A,,Web
2399725,Yes,Consent provided,Web
2401063,No,Consent provided,Web
2398268,No,Consent provided,Web
2489603,N/A,,Web
1050094,No,N/A,Web
2486616,N/A,Other,Web
2475196,N/A,,Web
2476834,N/A,N/A,Postal mail
2476955,N/A,,Web
2401337,No,Consent provided,Web
2477492,N/A,Consent not provided,Web
2447438,No,,Web
2474296,N/A,N/A,Postal mail
2482808,N/A,,Web
2337252,No,Consent provided,Web
2424041,No,Consent not provided,Web
2473169,N/A,,Web
2400191,No,Consent provided,Web
2475769,N/A,N/A,Postal mail
2396706,Yes,Consent provided,Web
2399070,No,Consent not provided,Web
2466581,N/A,Consent not provided,Web
2475501,N/A,,Web
2473200,N/A,,Web
2398069,No,Consent provided,Web
2395956,No,Consent provided,Web
2381049,No,Consent not provided,Web
2394618,No,Consent provided,Web
2402216,No,Consent not provided,Web
2489372,N/A,N/A,Postal mail
2394581,No,Consent provided,Web
2400667,No,Consent provided,Web
2476669,N/A,N/A,Postal mail
2394949,No,Consent not provided,Web
2399851,No,Consent not provided,Web
2446537,No,N/A,Fax
2475928,N/A,,Web
2393748,No,Consent provided,Web
2397129,No,Consent not provided,Web
2484371,N/A,Consent not provided,Web
2395964,Yes,Consent not provided,Web
2475735,N/A,,Web
2397274,Yes,Consent not provided,Web
2394201,No,Consent provided,Web
2399973,No,Consent provided,Web
2482414,N/A,,Web
2478250,N/A,,Web
2465203,N/A,Consent not provided,Web
2476461,N/A,Consent not provided,Web
2399263,No,Consent provided,Web
2467604,N/A,Consent not provided,Web
2395969,No,N/A,Phone
2446690,No,,Web
2472734,N/A,N/A,Fax
2393354,Yes,Consent not provided,Web
2400210,Yes,Consent provided,Web
2422027,No,Consent provided,Web
2399175,Yes,Consent provided,Web
2396478,No,Consent not provided,Web
2464829,N/A,,Web
2468041,N/A,N/A,Postal mail
2395165,No,Consent provided,Web
2474328,N/A,N/A,Postal mail
2399198,No,Consent not provided,Web
2401173,No,Consent provided,Web
2398109,No,Consent provided,Web
2397611,No,Consent provided,Web
2399882,No,Consent provided,Web
2468563,N/A,N/A,Postal mail
2399996,No,Consent not provided,Web
2483504,N/A,,Web
2351015,No,Consent provided,Web
2418398,No,N/A,Fax
2482730,N/A,,Web
2398835,No,Consent provided,Web
2398561,No,Consent not provided,Web
2399559,No,Consent not provided,Web
2363238,No,Consent provided,Web
2395523,No,Consent not provided,Web
2397069,No,Consent not provided,Web
2444617,No,,Web
2477931,N/A,,Web
2394606,Yes,Consent provided,Web
2477829,N/A,,Web
2476284,N/A,,Web
2397618,No,Consent not provided,Web
2391932,No,Consent not provided,Web
2474652,N/A,N/A,Postal mail
2398593,No,Consent provided,Web
2464427,N/A,Consent not provided,Web
2376903,No,Consent provided,Web
1185365,No,N/A,Postal mail
2476727,N/A,,Web
2485977,N/A,N/A,Postal mail
2442980,No,N/A,Phone
2396570,No,Consent provided,Web
2399468,No,Consent provided,Web
2351280,No,Consent provided,Web
2476838,N/A,Consent not provided,Web
2399428,No,Consent not provided,Web
2400027,No,Consent not provided,Web
2482971,N/A,,Web
2485955,N/A,N/A,Phone
2399013,No,Consent provided,Web
2394692,Yes,Consent provided,Web
2394928,No,Consent provided,Web
2442502,No,Consent not provided,Web
2481171,N/A,,Web
2488285,N/A,,Web
2442894,No,N/A,Referral
2482533,N/A,,Web
2399062,No,Consent provided,Web
2397941,Yes,Consent provided,Web
2397060,No,Consent not provided,Web
2395516,No,Consent provided,Web
2394510,No,Consent provided,Web
2483958,N/A,,Web
2397945,Yes,Consent provided,Web
2476657,N/A,,Web
2488600,N/A,Consent not provided,Web
2393528,No,Consent not provided,Web
2418437,No,Consent not provided,Web
2401056,No,Consent provided,Web
2429082,No,N/A,Phone
2242579,No,N/A,Fax
2474373,N/A,N/A,Postal mail
2400470,No,Consent provided,Web
2476956,N/A,,Web
2395095,No,Consent provided,Web
2479156,N/A,,Web
60616,No,N/A,Web
2392335,No,N/A,Referral
2468538,N/A,N/A,Postal mail
2425242,No,Consent not provided,Web
2426626,No,Consent provided,Web
2396743,No,Consent provided,Web
2394682,Yes,Consent not provided,Web
2442408,No,N/A,Referral
2388754,No,Consent provided,Web
2391738,No,Consent provided,Web
2467427,N/A,N/A,Phone
2401429,No,Consent provided,Web
2395754,No,Consent provided,Web
2474152,N/A,,Web
2484559,N/A,,Web
2394774,Yes,Consent not provided,Web
1565022,No,Consent provided,Web
2480714,N/A,,Web
2472889,N/A,N/A,Phone
2475302,N/A,N/A,Postal mail
2399027,No,Consent provided,Web
2399647,No,Consent not provided,Web
2482573,N/A,,Web
2398701,No,Consent not provided,Web
2400279,No,Consent provided,Web
2466995,N/A,Consent not provided,Web
2355723,No,Consent not provided,Web
2482744,N/A,Consent not provided,Web
2489622,N/A,,Web
2394667,Yes,Consent provided,Web
2426278,No,Consent not provided,Web
2477534,N/A,,Web
2487838,N/A,,Web
2476171,N/A,Consent not provided,Web
2398496,No,Consent provided,Web
2477470,N/A,Consent not provided,Web
2473711,N/A,Consent not provided,Web
2400934,No,Consent provided,Web
2394219,No,Consent provided,Web
2399312,No,Consent provided,Web
2395674,Yes,Consent not provided,Web
2395106,No,Consent not provided,Web
2394355,No,Consent provided,Web
2479524,N/A,,Web
2482133,N/A,,Web
2397587,No,Consent provided,Web
2473994,N/A,,Web
2471696,N/A,N/A,Referral
2487692,N/A,,Web
2477064,N/A,,Web
2419906,No,Consent not provided,Web
2398958,No,Consent not provided,Web
2395317,No,Consent not provided,Web
2432148,No,Consent not provided,Web
2352479,No,Consent provided,Web
2394908,No,Consent provided,Web
2477150,N/A,,Web
2489029,N/A,Consent not provided,Web
2400306,Yes,Consent provided,Web
2485382,N/A,N/A,Fax
2397234,No,Consent provided,Web
2474844,N/A,,Web
2475846,N/A,N/A,Postal mail
2479302,N/A,,Web
2426697,No,Consent not provided,Web
2482898,N/A,Consent not provided,Web
2475450,N/A,Consent not provided,Web
2426746,No,Consent not provided,Web
2483275,N/A,,Web
2482349,N/A,,Web
2397468,Yes,Consent provided,Web
2476489,N/A,N/A,Postal mail
2474426,N/A,,Web
1120939,No,N/A,Web
2394532,Yes,Consent provided,Web
2397143,No,Consent not provided,Web
2399826,No,Consent provided,Web
2388162,No,Consent provided,Web
2476798,N/A,,Web
2475168,N/A,,Web
2398024,No,Consent not provided,Web
2398335,No,Consent not provided,Web
2481635,N/A,,Web
2394869,No,Consent provided,Web
2396308,No,Consent not provided,Web
2420576,No,N/A,Postal mail
2399514,Yes,Consent provided,Web
2472445,N/A,N/A,Postal mail
2483738,N/A,,Web
2470512,N/A,,Web
770794,Yes,N/A,Web
2284920,No,Consent not provided,Web
2411326,No,N/A,Referral
2486333,N/A,,Web
2397621,No,Consent provided,Web
2399562,No,N/A,Phone
2398294,No,Consent not provided,Web
2399106,No,Consent provided,Web
2488620,N/A,,Web
2394344,No,Consent provided,Web
2399528,No,Consent provided,Web
2465565,N/A,,Web
2397217,No,Consent provided,Web
2476953,N/A,N/A,Referral
2401450,No,Consent provided,Web
2437227,No,Consent provided,Web
2482641,N/A,,Web
2398205,No,Consent provided,Web
2398487,Yes,Consent provided,Web
2483344,N/A,,Web
2401154,No,Consent provided,Web
2398539,No,Consent provided,Web
2484126,N/A,,Web
2401299,No,Consent provided,Web
2397667,No,Consent provided,Web
2396695,No,Consent not provided,Web
2468187,N/A,N/A,Fax
2375979,Yes,Consent not provided,Web
2399181,No,Consent not provided,Web
2392611,No,Consent not provided,Web
2424584,No,Consent not provided,Web
2472617,N/A,N/A,Fax
2394186,No,Consent provided,Web
2465813,N/A,,Web
1011648,No,N/A,Web
2397018,Yes,Consent provided,Web
2392316,No,Consent provided,Web
2398338,Yes,Consent not provided,Web
2476495,N/A,,Web
2397414,No,Consent provided,Web
2393516,No,Consent provided,Web
2400343,No,Consent provided,Web
2417862,No,Consent not provided,Web
2397770,No,Consent not provided,Web
2480361,N/A,,Web
2398584,No,N/A,Referral
2394812,Yes,Consent provided,Web
2482853,N/A,Consent not provided,Web
2393746,Yes,Consent provided,Web
2394105,No,Consent provided,Web
2400246,No,Consent not provided,Web
2395945,Yes,Consent provided,Web
2468578,N/A,,Web
2397010,No,Consent not provided,Web
2469322,N/A,,Web
2484378,N/A,N/A,Phone
2399475,No,Consent provided,Web
2397318,No,Consent provided,Web
2480089,N/A,,Web
2400399,No,Consent not provided,Web
2477616,N/A,,Web
2470242,N/A,N/A,Phone
2485504,N/A,,Web
2395525,Yes,Consent provided,Web
2395968,Yes,Consent provided,Web
2426670,No,Consent provided,Web
2397873,No,Consent not provided,Web
2476502,N/A,,Web
2400227,No,Consent provided,Web
2402134,No,Consent provided,Web
2395905,No,Consent provided,Web
2473859,N/A,N/A,Referral
2484954,N/A,,Web
2478883,N/A,Consent withdrawn,Web
932350,No,N/A,Referral
2482647,N/A,,Web
2394268,No,Consent provided,Web
2399006,No,Consent not provided,Web
2488634,N/A,N/A,Phone
2481068,N/A,N/A,Phone
2472677,N/A,N/A,Phone
2475892,N/A,N/A,Postal mail
2399029,No,Consent not provided,Web
2480348,N/A,Consent not provided,Web
2394107,No,Consent provided,Web
2420809,No,Consent provided,Web
2401344,No,N/A,Referral
2482415,N/A,,Web
2398538,No,Consent not provided,Web
2424513,No,N/A,Postal mail
2397835,No,Consent provided,Web
2488451,N/A,,Web
2476902,N/A,,Web
2476667,N/A,N/A,Referral
2394515,No,Consent provided,Web
2471335,N/A,,Web
2400229,No,Consent provided,Web
2398508,No,Consent not provided,Web
2423102,No,Consent not provided,Web
2482379,N/A,,Web
2400377,No,Consent provided,Web
2393662,No,Consent provided,Web
2471545,N/A,N/A,Referral
2477658,N/A,,Web
2482058,N/A,,Web
2482084,N/A,N/A,Postal mail
2394809,No,Consent not provided,Web
1893598,No,Consent provided,Web
2280049,No,Consent not provided,Web
2290315,No,Consent not provided,Web
2425890,No,Consent provided,Web
2401338,No,Consent provided,Web
2479976,N/A,N/A,Referral
2489113,N/A,,Web
2402240,No,Other,Web
2477854,N/A,,Web
2351252,No,Consent not provided,Web
2394705,No,Consent provided,Web
2467903,N/A,Consent withdrawn,Web
2395651,No,Consent not provided,Web
2353446,No,Consent provided,Web
2392326,No,Consent provided,Web
2483815,N/A,,Web
2394974,No,Consent provided,Web
2395806,No,Consent provided,Web
2476182,N/A,Consent not provided,Web
2465993,N/A,,Web
2395227,Yes,Consent provided,Web
2426340,No,Consent not provided,Web
2441690,No,N/A,Phone
2485474,N/A,,Web
2476075,N/A,,Web
2490869,N/A,,Web
2394883,No,Consent provided,Web
2475655,N/A,,Web
2395514,No,Consent not provided,Web
2394384,Yes,Consent provided,Web
2399363,No,Consent not provided,Web
2399341,No,Consent provided,Web
2475145,N/A,N/A,Referral
2476002,N/A,Consent not provided,Web
2477504,N/A,,Web
2478253,N/A,,Web
2478384,N/A,,Web
2475602,N/A,,Web
2396599,No,Consent not provided,Web
2399856,Yes,Consent provided,Web
2466513,N/A,,Web
2396302,No,Consent provided,Web
2394278,No,Consent not provided,Web
2399922,No,Consent provided,Web
2471886,N/A,Consent not provided,Web
2422484,No,N/A,Phone
2481558,N/A,N/A,Referral
2398303,No,Consent not provided,Web
2401301,No,Consent not provided,Web
2397481,No,Consent provided,Web
2396562,No,Consent provided,Web
2480397,N/A,,Web
2393679,No,Consent not provided,Web
2477487,N/A,Consent not provided,Web
2474807,N/A,,Web
2466267,N/A,,Web
2471581,N/A,,Web
2472656,N/A,N/A,Postal mail
2395667,No,Consent not provided,Web
2394761,No,Consent provided,Web
2473082,N/A,,Web
2399767,No,Consent not provided,Web
2391956,No,Consent provided,Web
2395176,No,Consent not provided,Web
2445858,No,N/A,Referral
2480061,N/A,,Web
2480171,N/A,,Web
2477620,N/A,,Web
2399229,No,Consent provided,Web
2481213,N/A,N/A,Postal mail
2396017,No,Consent not provided,Web
2394373,No,Consent not provided,Web
2484192,N/A,,Web
2475858,N/A,,Web
2398418,No,Consent provided,Web
2472611,N/A,,Web
2400311,No,Consent not provided,Web
1253593,No,N/A,Web
2482144,N/A,Consent not provided,Web
2394922,No,Consent not provided,Web
2398708,No,Consent provided,Web
2414657,No,Consent not provided,Web
2478354,N/A,N/A,Phone
2478993,N/A,,Web
2476801,N/A,,Web
2425955,No,Consent provided,Web
2489205,N/A,N/A,Referral
2477837,N/A,,Web
2469523,N/A,Consent not provided,Web
2469008,N/A,Consent not provided,Web
2445799,No,,Web
2468769,N/A,N/A,Phone
2477249,N/A,,Web
2475203,N/A,,Web
2394691,Yes,Consent provided,Web
2474681,N/A,,Web
2474864,N/A,,Web
2383741,No,Consent not provided,Web
2398301,No,Consent provided,Web
2397514,No,Consent provided,Web
2419901,No,N/A,Postal mail
2424099,No,Consent not provided,Web
2394311,No,Consent provided,Web
2398889,No,Consent provided,Web
2409623,No,Consent not provided,Web
2483106,N/A,Consent not provided,Web
2398711,No,Consent provided,Web
2477225,N/A,,Web
2465725,N/A,Consent not provided,Web
2480562,N/A,,Web
2472580,N/A,N/A,Fax
2395061,No,Consent provided,Web
2397830,No,Consent provided,Web
2474248,N/A,N/A,Postal mail
2471541,N/A,N/A,Phone
2483517,N/A,,Web
2476922,N/A,N/A,Fax
2396502,No,Consent provided,Web
2480774,N/A,,Web
2398683,Yes,Consent provided,Web
2399245,No,Consent provided,Web
2478429,N/A,,Web
2394124,No,Consent provided,Web
2401397,No,Consent not provided,Web
2397228,No,Consent not provided,Web
2419014,No,N/A,Referral
2469971,N/A,Consent not provided,Web
2479292,N/A,,Web
2398138,No,Consent not provided,Web
2405610,No,N/A,Referral
2394589,Yes,Consent provided,Web
2426196,No,Consent provided,Web
2483942,N/A,,Web
2394954,No,Consent provided,Web
2397592,No,Consent not provided,Web
2477655,N/A,,Web
2421134,No,Consent not provided,Web
2398600,No,Consent not provided,Web
2396904,No,Consent not provided,Web
2358718,Yes,Consent not provided,Web
2350516,No,Consent provided,Web
2474624,N/A,,Web
2396902,No,Consent provided,Web
2483297,N/A,,Web
2397403,No,Consent not provided,Web
2476451,N/A,,Web
2395009,No,Consent provided,Web
2464661,N/A,,Web
2420973,No,N/A,Postal mail
2397677,Yes,Consent provided,Web
2447483,No,,Web
2425109,No,Consent provided,Web
2475332,N/A,Consent not provided,Web
2426010,No,Consent provided,Web
2482063,N/A,Consent not provided,Web
2398796,No,Consent not provided,Web
2401833,Yes,Consent not provided,Web
2397926,No,Consent not provided,Web
2482911,N/A,Consent not provided,Web
2484132,N/A,Consent not provided,Web
2399445,No,Consent provided,Web
2396995,No,Consent provided,Web
2375631,Yes,Consent not provided,Web
2478543,N/A,,Web
2398635,No,Consent not provided,Web
2474277,N/A,,Web
2394160,No,Consent not provided,Web
2399942,No,Consent provided,Web
2475427,N/A,Consent not provided,Web
2378979,No,Consent not provided,Web
2399259,No,Consent provided,Web
2393802,Yes,Consent not provided,Web
2398052,No,Consent provided,Web
2483887,N/A,,Web
2394570,Yes,Consent provided,Web
2477344,N/A,Consent not provided,Web
2397902,No,Consent provided,Web
2439403,No,N/A,Referral
2478156,N/A,Consent not provided,Web
2397656,Yes,Consent provided,Web
2099973,No,Consent not provided,Web
2475656,N/A,,Web
2394500,No,Consent not provided,Web
2377304,No,Consent not provided,Web
2475993,N/A,N/A,Phone
2401603,No,Consent provided,Web
2444521,No,,Web
2393171,No,Consent provided,Web
2477253,N/A,Consent not provided,Web
2397939,No,Consent not provided,Web
2395212,Yes,Consent provided,Web
2398210,No,Consent provided,Web
2478545,N/A,,Web
2395281,No,Consent not provided,Web
2429049,No,Consent not provided,Web
2388809,No,Consent not provided,Web
2445233,No,,Web
2481708,N/A,,Web
2316684,No,Consent not provided,Web
2477285,N/A,Consent not provided,Web
2477520,N/A,,Web
2486220,N/A,,Web
2401112,No,Consent not provided,Web
2397055,No,Consent not provided,Web
2465301,N/A,,Web
2387089,No,Consent provided,Web
2421155,No,Other,Web
2425337,No,Consent not provided,Web
2478673,N/A,,Web
2394343,No,Consent not provided,Web
2471630,N/A,N/A,Phone
2420908,No,N/A,Referral
2400537,No,Consent not provided,Web
2397401,No,Consent provided,Web
2480432,N/A,,Web
2476041,N/A,Consent not provided,Web
2394454,No,Consent not provided,Web
2349496,No,Consent provided,Web
2476055,N/A,N/A,Phone
2425802,No,Consent provided,Web
2401340,Yes,Consent not provided,Web
2400299,No,Consent provided,Web
2388523,No,Consent not provided,Web
2478837,N/A,,Web
2475130,N/A,,Web
2480022,N/A,,Web
2483207,N/A,N/A,Postal mail
2468447,N/A,N/A,Postal mail
2483351,N/A,,Web
2382600,No,Consent not provided,Web
2478600,N/A,N/A,Phone
2475308,N/A,,Web
2395701,No,Consent provided,Web
2396128,No,Consent provided,Web
2394638,No,Consent not provided,Web
2393568,No,Consent provided,Web
2393688,Yes,Consent not provided,Web
2395844,No,Consent provided,Web
2480255,N/A,,Web
2399566,No,Consent provided,Web
2475057,N/A,N/A,Postal mail
2478588,N/A,,Web
2474791,N/A,,Web
2439541,No,N/A,Postal mail
2485318,N/A,,Web
2464395,N/A,,Web
2399776,No,Consent not provided,Web
2392207,No,Consent provided,Web
2479955,N/A,,Web
2398933,No,Consent not provided,Web
2399661,No,Consent not provided,Web
2374846,No,Consent not provided,Web
2396458,No,Consent not provided,Web
2465830,N/A,,Web
2424906,No,Consent not provided,Web
2395520,No,Consent not provided,Web
2349064,No,Consent provided,Web
609428,No,N/A,Referral
2346955,No,Consent not provided,Web
2475021,N/A,,Web
2397649,No,Consent not provided,Web
2489082,N/A,,Web
2399161,No,Consent provided,Web
2478478,N/A,,Web
2464418,N/A,,Web
2486862,N/A,,Web
2478779,N/A,,Web
2400315,Yes,Consent provided,Web
2395592,No,Consent provided,Web
2479043,N/A,,Web
2393658,No,Consent provided,Web
2479545,N/A,N/A,Postal mail
2476374,N/A,,Web
2476537,N/A,,Web
2471190,N/A,,Web
2478560,N/A,,Web
2399595,No,Consent provided,Web
2487173,N/A,Consent not provided,Web
2474734,N/A,,Web
2465228,N/A,,Web
2483242,N/A,,Web
2484326,N/A,,Web
2475054,N/A,N/A,Referral
2393441,Yes,Consent not provided,Web
2396227,Yes,Consent not provided,Web
2392320,No,Consent not provided,Web
2400166,No,Consent provided,Web
2395173,No,Consent provided,Web
2477443,N/A,,Web
2393538,No,Consent provided,Web
2395206,No,Consent provided,Web
2399584,No,Consent not provided,Web
2418807,No,N/A,Postal mail
2394173,No,Consent not provided,Web
2398650,No,Consent provided,Web
2396785,No,Consent provided,Web
2394596,Yes,Consent not provided,Web
2400044,No,Consent not provided,Web
2396148,No,Consent not provided,Web
2475109,N/A,,Web
2425929,No,Consent provided,Web
2476995,N/A,N/A,Fax
2468412,N/A,N/A,Referral
2486845,N/A,N/A,Postal mail
2394082,No,Consent not provided,Web
2398047,No,Consent not provided,Web
1416858,No,N/A,Referral
2478217,N/A,,Web
2419300,No,N/A,Postal mail
2396152,No,Consent provided,Web
2489607,N/A,,Web
2397210,No,Consent provided,Web
2447031,No,,Web
2422652,No,Consent not provided,Web
1262139,No,N/A,Web
2478607,N/A,Consent not provided,Web
2488403,N/A,,Web
2486215,N/A,,Web
2420282,No,N/A,Postal mail
2475356,N/A,,Web
2395341,No,Consent not provided,Web
2488471,N/A,,Web
2476188,N/A,,Web
2476797,N/A,N/A,Phone
2393926,No,Consent not provided,Web
2470165,N/A,N/A,Referral
2426176,No,Consent not provided,Web
1792656,Yes,Consent not provided,Web
2347299,No,Consent provided,Web
2395216,No,Consent provided,Web
2395906,No,Consent not provided,Web
2476733,N/A,N/A,Postal mail
2400120,No,Consent provided,Web
2490956,N/A,Consent not provided,Web
2392480,No,Consent provided,Web
161375,No,N/A,Referral
2480264,N/A,,Web
2396095,No,Consent not provided,Web
2394166,No,Consent provided,Web
2396393,No,Consent provided,Web
2482601,N/A,,Web
2481890,N/A,,Web
2398066,No,Consent not provided,Web
2477483,N/A,,Web
2465910,N/A,,Web
1087140,Yes,N/A,Web
2381543,No,Consent provided,Web
2418070,No,Consent provided,Web
2476488,N/A,N/A,Postal mail
2488217,N/A,,Web
2400103,No,Consent provided,Web
2395606,No,Consent not provided,Web
2399305,No,Consent provided,Web
2446214,No,N/A,Postal mail
2476670,N/A,N/A,Postal mail
2477874,N/A,,Web
2400337,Yes,Consent provided,Web
2395894,Yes,Consent provided,Web
2476760,N/A,,Web
2477568,N/A,,Web
2397409,No,Consent provided,Web
2396993,No,Consent provided,Web
2477506,N/A,,Web
2394152,No,Consent not provided,Web
980711,No,N/A,Postal mail
2479158,N/A,Consent not provided,Web
2476543,N/A,N/A,Referral
2397426,No,Consent not provided,Web
2396813,No,Consent not provided,Web
1396761,No,N/A,Referral
2465661,N/A,,Web
2395682,Yes,Consent provided,Web
2473699,N/A,N/A,Referral
2421764,No,Consent provided,Web
2400974,No,Consent provided,Web
2395635,No,Consent not provided,Web
2422899,No,Consent not provided,Web
2470822,N/A,,Web
2440364,No,N/A,Referral
2477808,N/A,,Web
2398309,No,Consent provided,Web
1628125,Yes,Consent not provided,Web
2483184,N/A,N/A,Postal mail
2479258,N/A,Consent not provided,Web
2396672,No,Consent not provided,Web
2394971,No,Consent provided,Web
2478022,N/A,Consent not provided,Web
2421884,No,Consent not provided,Web
2487615,N/A,N/A,Postal mail
2479843,N/A,N/A,Postal mail
2482832,N/A,,Web
2271746,No,Consent provided,Web
2395707,No,Consent not provided,Web
2355134,No,Consent not provided,Web
2395203,No,Consent provided,Web
2443481,No,Consent not provided,Web
2397344,No,Consent not provided,Web
2370209,No,Consent provided,Web
2400130,No,Consent provided,Web
2394816,No,Consent provided,Web
2475348,N/A,,Web
2485938,N/A,,Web
2393686,No,Consent provided,Web
2469264,N/A,,Web
1485110,Yes,Consent not provided,Web
2425333,No,Consent not provided,Web
2399701,No,Consent not provided,Web
2476551,N/A,,Web
2399814,No,Consent not provided,Web
2476766,N/A,N/A,Phone
2199388,No,Consent provided,Web
2489304,N/A,,Web
2394055,No,Consent not provided,Web
2421761,No,Consent not provided,Web
1154916,Yes,N/A,Web
2279735,No,Consent provided,Web
2392990,No,Consent provided,Web
2477921,N/A,,Web
